season,date,home,away,home_goals,away_goals,is_draw
2023,2024-05-14T19:00:00+00:00,Tottenham,Manchester City,0,2,False
2023,2024-05-15T18:45:00+00:00,Brighton,Chelsea,1,2,False
2023,2024-05-15T19:00:00+00:00,Manchester United,Newcastle,3,2,False
2023,2024-05-19T15:00:00+00:00,Liverpool,Wolves,2,0,False
2023,2024-05-19T15:00:00+00:00,Arsenal,Everton,2,1,False
2023,2024-05-19T15:00:00+00:00,Burnley,Nottingham Forest,1,2,False
2023,2024-05-19T15:00:00+00:00,Chelsea,Bournemouth,2,1,False
2023,2024-05-19T15:00:00+00:00,Manchester City,West Ham,3,1,False
2023,2024-05-19T15:00:00+00:00,Brighton,Manchester United,0,2,False
2023,2024-05-19T15:00:00+00:00,Crystal Palace,Aston Villa,5,0,False
2023,2024-05-19T15:00:00+00:00,Brentford,Newcastle,2,4,False
2023,2024-05-19T15:00:00+00:00,Sheffield Utd,Tottenham,0,3,False
2023,2024-05-19T15:00:00+00:00,Luton,Fulham,2,4,False
