Season,Matchday,Team,Points,GD,GF,MP,Rank
2017,33,Swansea,33,-19,27,33,17
2017,33,Southampton,28,-20,33,33,18
2017,33,Stoke City,27,-33,30,33,19
2017,33,West Brom,21,-26,26,33,20
2017,34,Manchester City,87,68,93,33,1
2017,34,Manchester United,74,39,65,34,2
2017,34,Liverpool,71,43,80,35,3
2017,34,Tottenham,68,35,66,34,4
2017,34,Chelsea,63,25,59,34,5
2017,34,Arsenal,54,17,62,33,6
2017,34,Burnley,52,3,34,34,7
2017,34,Leicester,44,2,49,34,8
2017,34,Everton,42,-15,39,34,9
2017,34,Newcastle,41,-7,35,33,10
2017,34,Bournemouth,38,-17,41,35,11
2017,34,Watford,38,-18,42,35,12
2017,34,Brighton,36,-15,32,34,13
2017,34,West Ham,35,-18,41,33,14
2017,34,Crystal Palace,35,-18,36,35,15
2017,34,Huddersfield,35,-27,27,34,16
2017,34,Swansea,33,-19,27,33,17
2017,34,Southampton,29,-20,33,34,18
2017,34,Stoke City,28,-33,31,34,19
2017,34,West Brom,25,-25,29,35,20
2017,35,Manchester City,90,73,98,34,1
2017,35,Manchester United,74,39,65,34,2
2017,35,Liverpool,72,43,80,36,3
2017,35,Tottenham,68,35,66,34,4
2017,35,Chelsea,63,25,59,34,5
2017,35,Arsenal,57,20,66,34,6
2017,35,Burnley,54,3,35,36,7
2017,35,Everton,48,-12,42,36,8
2017,35,Leicester,44,-3,49,35,9
2017,35,Newcastle,41,-9,35,35,10
2017,35,Crystal Palace,38,-13,41,36,11
2017,35,Watford,38,-18,42,35,12
2017,35,Bournemouth,38,-18,42,36,13
2017,35,Brighton,37,-15,32,35,14
2017,35,West Ham,35,-21,42,34,15
2017,35,Huddersfield,35,-29,27,35,16
2017,35,Swansea,33,-24,27,34,17
2017,35,Southampton,32,-19,35,35,18
2017,35,Stoke City,30,-33,32,36,19
2017,35,West Brom,28,-24,30,36,20
2017,36,Manchester City,93,76,102,35,1
2017,36,Manchester United,77,39,67,36,2
2017,36,Liverpool,72,43,80,36,3
2017,36,Tottenham,71,36,68,36,4
2017,36,Chelsea,66,26,60,35,5
2017,36,Arsenal,57,19,67,35,6
2017,36,Burnley,54,3,35,36,7
2017,36,Everton,48,-12,42,36,8
2017,36,Leicester,44,-5,49,36,9
2017,36,Newcastle,41,-10,36,36,10
2017,36,Crystal Palace,41,-12,43,37,11
2017,36,Bournemouth,41,-17,43,37,12
2017,36,Watford,41,-19,44,37,13
2017,36,Brighton,40,-14,33,36,14
2017,36,West Ham,38,-22,45,36,15
2017,36,Huddersfield,35,-29,27,35,16
2017,36,Swansea,33,-26,27,36,17
2017,36,Southampton,32,-19,35,35,18
2017,36,West Brom,31,-23,31,37,19
2017,36,Stoke City,30,-34,33,37,20
2017,37,Manchester City,97,78,105,37,1
2017,37,Manchester United,78,39,67,37,2
2017,37,Tottenham,74,37,69,37,3
2017,37,Liverpool,72,42,80,37,4
2017,37,Chelsea,70,27,62,37,5
2017,37,Arsenal,60,22,73,37,6
2017,37,Burnley,54,-2,35,37,7
2017,37,Everton,49,-12,43,37,8
2017,37,Leicester,47,-3,52,37,9
2017,37,Newcastle,41,-11,36,37,10
2017,37,Crystal Palace,41,-12,43,37,11
2017,37,Bournemouth,41,-17,43,37,12
2017,37,Watford,41,-19,44,37,13
2017,37,Brighton,40,-16,34,37,14
2017,37,West Ham,39,-22,45,37,15
2017,37,Huddersfield,37,-29,28,37,16
2017,37,Southampton,36,-18,37,37,17
2017,37,Swansea,33,-27,27,37,18
2017,37,West Brom,31,-23,31,37,19
2017,37,Stoke City,30,-34,33,37,20
2017,38,Manchester City,100,79,106,38,1
2017,38,Manchester United,81,40,68,38,2
2017,38,Tottenham,77,38,74,38,3
2017,38,Liverpool,75,46,84,38,4
2017,38,Chelsea,70,24,62,38,5
2017,38,Arsenal,63,23,74,38,6
2017,38,Burnley,54,-3,36,38,7
2017,38,Everton,49,-14,44,38,8
2017,38,Leicester,47,-4,56,38,9
2017,38,Newcastle,44,-8,39,38,10
2017,38,Crystal Palace,44,-10,45,38,11
2017,38,Bournemouth,44,-16,45,38,12
2017,38,West Ham,42,-20,48,38,13
2017,38,Watford,41,-20,44,38,14
2017,38,Brighton,40,-20,34,38,15
2017,38,Huddersfield,37,-30,28,38,16
2017,38,Southampton,36,-19,37,38,17
2017,38,Swansea,33,-28,28,38,18
2017,38,Stoke City,33,-33,35,38,19
2017,38,West Brom,31,-25,31,38,20
