Season,Matchday,Team,Points,GD,GF,MP,Rank
2019,33,Crystal Palace,42,-12,28,33,14
2019,33,Brighton,36,-9,35,33,15
2019,33,West Ham,31,-18,40,33,16
2019,33,Watford,28,-23,29,33,17
2019,33,Aston Villa,27,-26,36,33,18
2019,33,Bournemouth,27,-27,32,33,19
2019,33,Norwich,21,-36,25,33,20
2019,34,Liverpool,92,49,75,34,1
2019,34,Manchester City,69,52,86,34,2
2019,34,Chelsea,60,17,63,34,3
2019,34,Leicester,59,32,64,34,4
2019,34,Manchester United,58,26,59,34,5
2019,34,Wolves,52,8,45,34,6
2019,34,Sheffield Utd,51,2,35,34,7
2019,34,Arsenal,50,8,50,34,8
2019,34,Tottenham,49,8,52,34,9
2019,34,Burnley,49,-8,38,34,10
2019,34,Everton,45,-8,41,34,11
2019,34,Southampton,44,-13,43,34,12
2019,34,Newcastle,43,-15,35,34,13
2019,34,Crystal Palace,42,-13,30,34,14
2019,34,Brighton,36,-11,36,34,15
2019,34,West Ham,31,-19,40,34,16
2019,34,Watford,31,-22,31,34,17
2019,34,Bournemouth,28,-27,32,34,18
2019,34,Aston Villa,27,-29,36,34,19
2019,34,Norwich,21,-37,26,34,20
2019,35,Liverpool,93,49,76,35,1
2019,35,Manchester City,72,57,91,35,2
2019,35,Chelsea,60,14,63,35,3
2019,35,Leicester,59,29,65,35,4
2019,35,Manchester United,59,26,61,35,5
2019,35,Wolves,55,11,48,35,6
2019,35,Sheffield Utd,54,5,38,35,7
2019,35,Tottenham,52,9,54,35,8
2019,35,Arsenal,50,7,51,35,9
2019,35,Burnley,50,-8,39,35,10
2019,35,Everton,45,-11,41,35,11
2019,35,Southampton,45,-13,45,35,12
2019,35,Newcastle,43,-16,36,35,13
2019,35,Crystal Palace,42,-15,30,35,14
2019,35,Brighton,36,-16,36,35,15
2019,35,West Ham,34,-15,44,35,16
2019,35,Watford,34,-21,33,35,17
2019,35,Bournemouth,31,-24,36,35,18
2019,35,Aston Villa,30,-27,38,35,19
2019,35,Norwich,21,-41,26,35,20
2019,36,Liverpool,93,48,77,36,1
2019,36,Manchester City,75,58,93,36,2
2019,36,Chelsea,63,15,64,36,3
2019,36,Leicester,62,31,67,36,4
2019,36,Manchester United,62,28,63,36,5
2019,36,Wolves,56,11,49,36,6
2019,36,Tottenham,55,11,57,36,7
2019,36,Sheffield Utd,54,3,38,36,8
2019,36,Arsenal,53,8,53,36,9
2019,36,Burnley,51,-8,40,36,10
2019,36,Everton,46,-11,42,36,11
2019,36,Southampton,46,-13,46,36,12
2019,36,Newcastle,43,-18,37,36,13
2019,36,Crystal Palace,42,-17,30,36,14
2019,36,West Ham,37,-13,47,36,15
2019,36,Brighton,37,-16,37,36,16
2019,36,Watford,34,-23,34,36,17
2019,36,Bournemouth,31,-25,37,36,18
2019,36,Aston Villa,31,-27,39,36,19
2019,36,Norwich,21,-42,26,36,20
2019,37,Liverpool,96,50,82,37,1
2019,37,Manchester City,78,62,97,37,2
2019,37,Manchester United,63,28,64,37,3
2019,37,Chelsea,63,13,67,37,4
2019,37,Leicester,62,28,67,37,5
2019,37,Wolves,59,13,51,37,6
2019,37,Tottenham,58,14,60,37,7
2019,37,Sheffield Utd,54,2,38,37,8
2019,37,Burnley,54,-6,42,37,9
2019,37,Arsenal,53,7,53,37,10
2019,37,Everton,49,-10,43,37,11
2019,37,Southampton,49,-11,48,37,12
2019,37,Newcastle,44,-18,37,37,13
2019,37,Crystal Palace,42,-19,30,37,14
2019,37,West Ham,38,-13,48,37,15
2019,37,Brighton,38,-16,37,37,16
2019,37,Aston Villa,34,-26,40,37,17
2019,37,Watford,34,-27,34,37,18
2019,37,Bournemouth,31,-27,37,37,19
2019,37,Norwich,21,-44,26,37,20
2019,38,Liverpool,99,52,85,38,1
2019,38,Manchester City,81,67,102,38,2
2019,38,Manchester United,66,30,66,38,3
2019,38,Chelsea,66,15,69,38,4
2019,38,Leicester,62,26,67,38,5
2019,38,Tottenham,59,14,61,38,6
2019,38,Wolves,59,11,51,38,7
2019,38,Arsenal,56,8,56,38,8
2019,38,Sheffield Utd,54,0,39,38,9
2019,38,Burnley,54,-7,43,38,10
2019,38,Southampton,52,-9,51,38,11
2019,38,Everton,49,-12,44,38,12
2019,38,Newcastle,44,-20,38,38,13
2019,38,Crystal Palace,43,-19,31,38,14
2019,38,Brighton,41,-15,39,38,15
2019,38,West Ham,39,-13,49,38,16
2019,38,Aston Villa,35,-26,41,38,17
2019,38,Bournemouth,34,-25,40,38,18
2019,38,Watford,34,-28,36,38,19
2019,38,Norwich,21,-49,26,38,20
